118.791771,31.994141
118.787737,31.992249
118.784046,31.99203
118.782501,31.991812
118.781299,31.990283
118.781299,31.987007
118.7819,31.98395
118.782844,31.980892
118.78293,31.975795
118.781986,31.971645
118.780355,31.970408
118.778638,31.970189
118.773918,31.969461
118.773231,31.968806
118.766708,31.96815
118.769111,31.968587
118.772459,31.969243
118.755979,31.966621
118.749199,31.965893
118.747568,31.966112
118.744993,31.966476
118.743362,31.966913
118.743362,31.966548
118.741817,31.967859
118.740186,31.968878
